Computer Name,Serial Number,Compliance - mSCP Version,Compliance - Failed mSCP Results Count,Full Name,Last Inventory Update,Operating System,Compliance - Failed mSCP Result List,Asset Tag
MacMini-Southeast-016,JU44PC12WDJN,org.disa_stig.audit.plist,50,Elijah Nelson,2025-02-24 17:12:21,macOS 14.2.1,"audit_flags_authentication
audit_flags_unsuccessful_auths",89114234
MacMini-South-017,1BUWEA73QE92,org.disa_stig.audit.plist,17,Liam Roberts,2025-02-24 08:40:51,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_successful_auths
audit_files_group_configure
audit_flags_logins
audit_flags_administrator_actions",28790325
MacStudio-NewEngland-018,TZIP8JEUWTUJ,org.disa_stig.audit.plist,57,John Doe,2025-02-24 12:52:21,macOS 14.2.1,"audit_flags_logins
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_authentication
audit_flags_successful_auths
audit_flags_administrator_actions",07756452
MacStudio-Southeast-019,S8TBQ5RD7A9U,org.disa_stig.audit.plist,18,Harper Adams,2025-02-24 04:26:03,macOS 14.7.4,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_authentication
audit_files_group_configure",73687347
MacStudio-Mid-Atlantic-020,XZEK0A92KP29,org.disa_stig.audit.plist,52,Henry Martin,2025-02-24 23:53:14,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_logins
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_authentication",77091959
MacBookPro-Midwest-021,QU7Z8W66IRNA,org.disa_stig.audit.plist,9,Ava Martinez,2025-02-24 04:43:53,macOS 14.5.0,"audit_flags_logins
audit_flags_authentication
audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_configure_capacity_notify",25158697
iMac-NorthCentral-022,YFO6JPWP2TFB,org.disa_stig.audit.plist,69,Jane Smith,2025-02-24 08:21:55,macOS 14.2.1,"audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_successful_auths
audit_set_macOS_security_policy",73837191
MacStudio-Alaska-023,B2XNOPDUH14I,org.disa_stig.audit.plist,0,William Baker,2025-02-24 06:40:49,macOS 15.3.1,,77247600
MacBookAir-NorthCentral-024,U3G1OSFIPPIK,org.disa_stig.audit.plist,0,Lucas Allen,2025-02-24 11:42:48,macOS 15.3.1,,31927512
MacMini-NorthCentral-025,B7S21RYQ74JZ,org.disa_stig.audit.plist,0,Abigail Hill,2025-02-24 01:35:38,macOS 14.5.0,,08253260
MacMini-Mid-Atlantic-026,8TE8H26SUQNG,org.disa_stig.audit.plist,16,Charlotte King,2025-02-24 11:03:26,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_authentication
audit_files_group_configure",56134799
MacStudio-Mid-Atlantic-027,3NV67MZ3PAXY,org.disa_stig.audit.plist,28,Bob Brown,2025-02-24 10:42:00,macOS 15.3.1,"audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_authentication
audit_set_macOS_security_policy",52865957
MacBookPro-Midwest-028,HRDMM7VX58DI,org.disa_stig.audit.plist,52,William Baker,2025-02-24 00:33:30,macOS 14.7.4,"audit_files_owner_configure
audit_flags_successful_auths
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_logins
audit_flags_unsuccessful_auths",17029798
MacMini-Alaska-029,QM8J040ENJ69,org.disa_stig.audit.plist,5,Benjamin Young,2025-02-24 06:07:59,macOS 14.5.0,"audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_successful_auths
audit_files_group_configure",25042150
MacBookAir-Southwest-030,F0JY9CMF5ZH9,org.disa_stig.audit.plist,0,Noah Thompson,2025-02-24 19:53:09,macOS 15.3.1,,85693367
MacMini-Midwest-031,5ZP4H0VJOHUV,org.disa_stig.audit.plist,33,Emma Anderson,2025-02-24 05:19:58,macOS 14.7.4,"audit_files_group_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_logins
audit_flags_authentication
audit_configure_capacity_notify",85091153
iMac-Midwest-032,HA1UAIX1LY3K,org.disa_stig.audit.plist,42,Amelia Wright,2025-02-24 18:32:50,macOS 14.2.1,"audit_flags_authentication
audit_files_owner_configure
audit_set_macOS_security_policy",66465430
iMac-Southwest-033,CWMBW1UKLWOG,org.disa_stig.audit.plist,66,Alice Johnson,2025-02-24 23:56:12,macOS 14.7.4,audit_flags_successful_auths,82564594
MacBookAir-Mid-Atlantic-034,W3YHV08HPYQB,org.disa_stig.audit.plist,65,Alice Johnson,2025-02-24 08:11:18,macOS 15.3.1,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_owner_configure",13554752
MacMini-Southwest-035,4ASY7NL2EUSX,org.disa_stig.audit.plist,58,David Clark,2025-02-24 00:32:39,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_logins
audit_files_group_configure",65882142
iMac-NorthCentral-036,DHW9N4VNMG8L,org.disa_stig.audit.plist,25,Charlie Davis,2025-02-24 07:49:30,macOS 15.3.1,"audit_flags_successful_auths
audit_files_group_configure
audit_flags_logins
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_set_macOS_security_policy",65461329
MacBookAir-Southeast-037,SR6WOF4VN34M,org.disa_stig.audit.plist,39,Ava Martinez,2025-02-24 13:37:12,macOS 14.5.0,"audit_files_owner_configure
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_configure_capacity_notify",12604809
MacMini-Southwest-038,0RYFW15FGH4Y,org.disa_stig.audit.plist,51,Grace Lee,2025-02-24 19:14:03,macOS 14.2.1,"audit_flags_authentication
audit_files_owner_configure
audit_flags_logins",61933066
MacBookAir-MountainWest-039,7WFD5K17JZFR,org.disa_stig.audit.plist,64,Jane Smith,2025-02-24 07:43:06,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_authentication
audit_set_macOS_security_policy",58757569
MacStudio-South-040,3GSDQ8WUGO05,org.disa_stig.audit.plist,17,Charlotte King,2025-02-24 15:56:58,macOS 14.5.0,"audit_set_macOS_security_policy
audit_configure_capacity_notify",79478239
MacMini-MountainWest-041,RRIB5LNCG16L,org.disa_stig.audit.plist,65,Bob Brown,2025-02-24 16:22:43,macOS 15.3.1,"audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_logins
audit_flags_unsuccessful_auths",23378256
MacBookAir-NorthCentral-042,EPQR3E224DQB,org.disa_stig.audit.plist,11,David Clark,2025-02-24 21:15:55,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_authentication",32834054
MacBookPro-NewEngland-043,ICI1XQUDA3IE,org.disa_stig.audit.plist,68,Charlotte King,2025-02-24 02:30:46,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_logins
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_files_owner_configure
audit_configure_capacity_notify
audit_files_group_configure",60927626
MacStudio-Midwest-044,SDSTMUCEH4VP,org.disa_stig.audit.plist,68,Henry Martin,2025-02-24 10:20:54,macOS 14.5.0,"audit_files_owner_configure
audit_flags_logins
audit_files_group_configure
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths",36299754
MacStudio-South-045,ZLAHM07MW17S,org.disa_stig.audit.plist,14,Grace Lee,2025-02-24 06:52:04,macOS 14.5.0,"audit_set_macOS_security_policy
audit_flags_successful_auths
audit_files_group_configure
audit_files_owner_configure
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_unsuccessful_auths",51333125
MacMini-Southeast-046,BAZYPM0TE9KR,org.disa_stig.audit.plist,41,Elijah Nelson,2025-02-24 14:02:16,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_set_macOS_security_policy",26754814
iMac-NewEngland-047,TKJ9YYB4QE0N,org.disa_stig.audit.plist,8,Emma Anderson,2025-02-24 11:28:23,macOS 14.7.4,"audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_files_group_configure
audit_files_owner_configure
audit_flags_unsuccessful_auths",84341423
MacMini-Midwest-048,48JJ2G8RSEQW,org.disa_stig.audit.plist,16,Michael Scott,2025-02-24 22:49:24,macOS 14.2.1,"audit_flags_logins
audit_flags_administrator_actions
audit_set_macOS_security_policy",83592109
MacBookAir-Midwest-049,7DPQ7QX6F4ZC,org.disa_stig.audit.plist,30,Benjamin Young,2025-02-24 05:36:39,macOS 14.7.4,"audit_flags_administrator_actions
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_authentication
audit_files_group_configure
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths",70776875
MacBookPro-NewEngland-050,ADNZ2JD3VGZL,org.disa_stig.audit.plist,48,Sophia Lewis,2025-02-24 16:05:58,macOS 14.5.0,audit_flags_unsuccessful_auths,40206782
MacStudio-NorthCentral-051,NH0VLOX88UV2,org.disa_stig.audit.plist,29,Lucas Allen,2025-02-24 21:27:41,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_logins
audit_files_group_configure",67515264
MacMini-NorthCentral-052,PTLHBIWMIMBM,org.disa_stig.audit.plist,40,Michael Scott,2025-02-24 17:08:11,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_authentication
audit_files_owner_configure
audit_flags_administrator_actions
audit_flags_unsuccessful_auths",06228428
iMac-Southwest-053,TNHNA0P3BGH7,org.disa_stig.audit.plist,10,Olivia Harris,2025-02-24 18:34:46,macOS 14.2.1,"audit_flags_authentication
audit_configure_capacity_notify
audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_logins",48246374
MacMini-South-054,F6Y3FV86080V,org.disa_stig.audit.plist,34,Harper Adams,2025-02-24 12:38:04,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_logins
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_authentication",74875782
iMac-MountainWest-055,S42CZ4O5KRSN,org.disa_stig.audit.plist,28,Benjamin Young,2025-02-24 06:00:24,macOS 15.3.1,"audit_set_macOS_security_policy
audit_configure_capacity_notify",29505117
MacBookAir-South-056,7CTILEJW1YOU,org.disa_stig.audit.plist,7,Emily Wilson,2025-02-24 08:52:19,macOS 15.3.1,audit_flags_logins,28749296
iMac-Southeast-057,WQO0F9ASR6PT,org.disa_stig.audit.plist,58,Jane Smith,2025-02-24 12:27:00,macOS 14.7.4,"audit_flags_successful_auths
audit_flags_logins
audit_files_owner_configure
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_administrator_actions",74739053
MacStudio-NorthCentral-058,0AIJIDHESSCN,org.disa_stig.audit.plist,12,James Hall,2025-02-24 07:04:39,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_logins",72924350
MacMini-Southwest-059,T0P0SRAN5PKJ,org.disa_stig.audit.plist,42,William Baker,2025-02-24 12:39:19,macOS 14.7.4,"audit_files_group_configure
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_authentication",32125851
iMac-Mid-Atlantic-060,ZX9TQSDOALSY,org.disa_stig.audit.plist,12,Alexander Moore,2025-02-24 05:19:54,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths",21481485
MacStudio-Southwest-061,IGKSI5QKVIF0,org.disa_stig.audit.plist,32,Bob Brown,2025-02-24 15:41:49,macOS 14.2.1,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_successful_auths
audit_flags_logins
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_authentication",70696306
MacMini-MountainWest-062,IAM6SZ7S2HFV,org.disa_stig.audit.plist,66,Harper Adams,2025-02-24 07:12:49,macOS 14.7.4,audit_set_macOS_security_policy,91552489
MacBookPro-PacificNorthWest-063,A0RSQKWBARGT,org.disa_stig.audit.plist,24,James Hall,2025-02-24 02:36:00,macOS 14.7.4,"audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_authentication
audit_files_owner_configure
audit_configure_capacity_notify",73106082
iMac-Mid-Atlantic-064,8DZWE1AJI3ID,org.disa_stig.audit.plist,15,Mason Carter,2025-02-24 20:40:55,macOS 14.5.0,"audit_flags_logins
audit_flags_authentication
audit_configure_capacity_notify
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_administrator_actions",76724749
iMac-Mid-Atlantic-065,3T9ACY7388US,org.disa_stig.audit.plist,57,Michael Scott,2025-02-24 23:07:42,macOS 14.5.0,"audit_flags_authentication
audit_flags_administrator_actions
audit_flags_logins
audit_files_owner_configure
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",87756206
MacMini-Alaska-066,WWGPATBO1LB5,org.disa_stig.audit.plist,46,Jane Smith,2025-02-24 08:11:43,macOS 14.7.4,"audit_flags_administrator_actions
audit_files_owner_configure
audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_logins",34748623
iMac-PacificNorthWest-067,3Z1NEC7CALC7,org.disa_stig.audit.plist,69,Emily Wilson,2025-02-24 14:54:49,macOS 14.7.4,"audit_flags_administrator_actions
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_successful_auths
audit_flags_authentication
audit_configure_capacity_notify
audit_files_owner_configure
audit_set_macOS_security_policy",46316429
MacMini-NorthCentral-068,UHU7JMLP4JHR,org.disa_stig.audit.plist,22,Frank Thomas,2025-02-24 21:24:06,macOS 14.5.0,"audit_configure_capacity_notify
audit_flags_logins
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_authentication
audit_set_macOS_security_policy",32299041
iMac-Southeast-069,E57I8393Y0XX,org.disa_stig.audit.plist,47,Grace Lee,2025-02-24 23:55:31,macOS 14.2.1,"audit_files_group_configure
audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_successful_auths
audit_files_owner_configure",92480941
iMac-PacificNorthWest-070,EXXUWY3JKGAG,org.disa_stig.audit.plist,63,Lucas Allen,2025-02-24 06:11:14,macOS 15.3.1,"audit_flags_successful_auths
audit_files_owner_configure",72878219
MacMini-Alaska-071,KK90UHMZJLRO,org.disa_stig.audit.plist,41,Charlie Davis,2025-02-24 22:29:46,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_authentication
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_administrator_actions",18170127
MacStudio-NorthCentral-072,ALFABB7Y51TH,org.disa_stig.audit.plist,63,Charlie Davis,2025-02-24 02:38:50,macOS 14.2.1,"audit_files_group_configure
audit_set_macOS_security_policy",25004297
iMac-Midwest-073,K4UJTBLW88I9,org.disa_stig.audit.plist,50,Benjamin Young,2025-02-24 22:25:59,macOS 14.2.1,"audit_flags_logins
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_successful_auths",90287057
MacMini-Midwest-074,DZ4Q9390XMOD,org.disa_stig.audit.plist,66,Amelia Wright,2025-02-24 13:23:44,macOS 15.3.1,"audit_flags_administrator_actions
audit_files_owner_configure
audit_set_macOS_security_policy",62031293
MacMini-NorthCentral-075,ON38BSDCHLTB,org.disa_stig.audit.plist,8,Henry Martin,2025-02-24 18:36:43,macOS 14.7.4,"audit_flags_logins
audit_flags_authentication
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_successful_auths",31934834
iMac-Southwest-076,7HT0LL0SKBY6,org.disa_stig.audit.plist,48,Henry Martin,2025-02-24 20:24:41,macOS 14.2.1,"audit_flags_logins
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_successful_auths
audit_files_group_configure",53147131
MacBookAir-MountainWest-077,9ZMZRXFQPPQZ,org.disa_stig.audit.plist,25,Lucas Allen,2025-02-24 23:53:17,macOS 14.2.1,audit_files_owner_configure,46236066
MacBookPro-Midwest-078,W6DBJ14CMY42,org.disa_stig.audit.plist,7,Alexander Moore,2025-02-24 05:46:27,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication",03488094
iMac-Midwest-079,C2FDK77ZLLC6,org.disa_stig.audit.plist,59,Amelia Wright,2025-02-24 14:37:04,macOS 14.7.4,audit_files_owner_configure,38024903
MacBookPro-South-080,UVKIATE85XMJ,org.disa_stig.audit.plist,45,Henry Martin,2025-02-24 09:00:58,macOS 14.7.4,"audit_flags_administrator_actions
audit_files_owner_configure
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_flags_logins",63959738
MacMini-Southwest-081,T2X3LKPAXB60,org.disa_stig.audit.plist,15,Michael Scott,2025-02-24 03:45:39,macOS 14.5.0,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_files_owner_configure
audit_set_macOS_security_policy",62744166
MacBookAir-Southeast-082,0JQMZWV65T2E,org.disa_stig.audit.plist,67,Benjamin Young,2025-02-24 04:28:15,macOS 14.5.0,"audit_files_owner_configure
audit_flags_authentication
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_flags_administrator_actions",11459565
MacBookPro-Mid-Atlantic-083,HAHJ3WVLYA2J,org.disa_stig.audit.plist,8,Charlie Davis,2025-02-24 13:51:38,macOS 15.3.1,"audit_configure_capacity_notify
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_group_configure
audit_flags_successful_auths",98982798
MacBookPro-South-084,IBJ3JNZFD1BC,org.disa_stig.audit.plist,31,Alice Johnson,2025-02-24 05:50:51,macOS 14.7.4,"audit_flags_administrator_actions
audit_files_owner_configure",77910333
MacBookAir-Alaska-085,RF6RNX1ZSC1U,org.disa_stig.audit.plist,19,Michael Scott,2025-02-24 00:56:18,macOS 14.5.0,"audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure",08017344
MacBookPro-NorthCentral-086,TJCF4Q0VIURK,org.disa_stig.audit.plist,70,Bob Brown,2025-02-24 18:37:28,macOS 14.2.1,"audit_flags_authentication
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_successful_auths",59392801
MacBookAir-Midwest-087,3H3V83BFKNQ0,org.disa_stig.audit.plist,16,Alexander Moore,2025-02-24 17:42:41,macOS 14.2.1,"audit_flags_successful_auths
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_unsuccessful_auths",09054291
MacBookAir-MountainWest-088,2X3TLE9ZSNYY,org.disa_stig.audit.plist,64,Ethan Walker,2025-02-24 12:48:01,macOS 14.2.1,"audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_logins",44781803
MacStudio-Southeast-089,EW9T2FC939D3,org.disa_stig.audit.plist,50,Isabella White,2025-02-24 06:59:54,macOS 14.7.4,audit_set_macOS_security_policy,17088806
MacStudio-Alaska-090,SO0VEE25LWAA,org.disa_stig.audit.plist,69,Olivia Harris,2025-02-24 02:39:58,macOS 14.5.0,"audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_authentication
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_logins",80219713
iMac-Southeast-091,LDMTFBZK2519,org.disa_stig.audit.plist,43,Sophia Lewis,2025-02-24 21:07:50,macOS 14.7.4,audit_set_macOS_security_policy,57276155
MacBookAir-MountainWest-092,8ZWY4NZPW7Z1,org.disa_stig.audit.plist,63,Bob Brown,2025-02-24 23:08:08,macOS 14.7.4,"audit_flags_logins
audit_configure_capacity_notify
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_administrator_actions",10747936
iMac-MountainWest-093,F5506SNJACK3,org.disa_stig.audit.plist,22,David Clark,2025-02-24 08:50:48,macOS 14.7.4,"audit_files_group_configure
audit_flags_logins
audit_flags_authentication
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_administrator_actions",31177241
MacMini-PacificNorthWest-094,BUU32MMO0ON3,org.disa_stig.audit.plist,49,Benjamin Young,2025-02-24 04:30:22,macOS 14.2.1,"audit_flags_authentication
audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_group_configure",86969579
MacStudio-South-095,A7JXBHLBW0RB,org.disa_stig.audit.plist,0,Olivia Harris,2025-02-24 12:50:58,macOS 14.2.1,,64935212
MacBookAir-NewEngland-096,OJ3ZOF3ZD3ZX,org.disa_stig.audit.plist,70,Grace Lee,2025-02-24 22:14:19,macOS 14.7.4,audit_set_macOS_security_policy,10461587
MacBookAir-PacificNorthWest-097,E0MI9442PGVA,org.disa_stig.audit.plist,40,Ava Martinez,2025-02-24 09:08:26,macOS 15.3.1,audit_flags_authentication,04149050
MacMini-South-098,3NNHZR8OO8EY,org.disa_stig.audit.plist,24,Grace Lee,2025-02-24 08:47:29,macOS 14.5.0,"audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication",77877581
MacStudio-Southwest-099,VRHUPOOMADWZ,org.disa_stig.audit.plist,0,Charlotte King,2025-02-24 05:39:35,macOS 14.5.0,,06959474
MacStudio-Alaska-100,BBOGZPMWQEPP,org.disa_stig.audit.plist,31,Jane Smith,2025-02-24 22:32:36,macOS 14.7.4,audit_files_owner_configure,98974931
MacBookAir-PacificNorthWest-101,RCMDJ5EFLONZ,org.disa_stig.audit.plist,45,Mason Carter,2025-02-24 00:19:00,macOS 15.3.1,"audit_files_group_configure
audit_set_macOS_security_policy
audit_files_owner_configure",32830118
MacMini-Alaska-102,PPBUUG6NWBDK,org.disa_stig.audit.plist,29,Frank Thomas,2025-02-24 17:51:17,macOS 15.3.1,"audit_flags_administrator_actions
audit_flags_authentication",89197264
iMac-South-103,W17LRE05YZ5Y,org.disa_stig.audit.plist,8,David Clark,2025-02-24 06:01:15,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_administrator_actions",57664560
MacBookPro-NorthCentral-104,36O8KU0JA2YD,org.disa_stig.audit.plist,49,Elijah Nelson,2025-02-24 22:42:54,macOS 14.5.0,"audit_flags_successful_auths
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",00236002
MacMini-Alaska-105,NU6Q7ARPD9XA,org.disa_stig.audit.plist,31,Lucas Allen,2025-02-24 15:24:32,macOS 14.5.0,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_authentication",19093495
iMac-PacificNorthWest-106,MLPMGBVTPWZZ,org.disa_stig.audit.plist,0,William Baker,2025-02-24 11:13:24,macOS 14.5.0,,25049932
iMac-Southwest-107,FX7M0T35UT0L,org.disa_stig.audit.plist,30,Charlotte King,2025-02-24 23:48:11,macOS 14.2.1,"audit_files_group_configure
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_logins",80981074
