Computer Name,Serial Number,Compliance - mSCP Version,Compliance - Failed mSCP Results Count,Full Name,Last Inventory Update,Operating System,Compliance - Failed mSCP Result List,Asset Tag
MacStudio-Mid-Atlantic-011,ON98BVYB3P1B,org.disa_stig.audit.plist,6,Jane Smith,2025-03-17 01:58:00,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_files_owner_configure",58966753
MacBookAir-MountainWest-012,KD32YGX92G3E,org.disa_stig.audit.plist,0,Frank Thomas,2025-03-17 21:49:54,macOS 14.7.4,,92017979
MacBookPro-NorthCentral-013,E4FCYFHHGFM4,org.disa_stig.audit.plist,0,Charlie Davis,2025-03-17 12:56:47,macOS 14.7.4,,87779401
MacBookAir-PacificNorthWest-014,LMC0904QV1UT,org.disa_stig.audit.plist,0,David Clark,2025-03-17 06:14:28,macOS 15.3.1,,41387521
MacBookPro-Southeast-015,9U7TOW7WR1Z1,org.disa_stig.audit.plist,67,Liam Roberts,2025-03-17 12:50:30,macOS 14.7.4,"audit_flags_administrator_actions
audit_configure_capacity_notify",70803169
MacMini-Southeast-016,JU44PC12WDJN,org.disa_stig.audit.plist,7,Elijah Nelson,2025-03-17 21:38:19,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_logins
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_successful_auths",89114234
MacMini-South-017,1BUWEA73QE92,org.disa_stig.audit.plist,33,Liam Roberts,2025-03-17 07:02:19,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",28790325
MacStudio-NewEngland-018,TZIP8JEUWTUJ,org.disa_stig.audit.plist,26,John Doe,2025-03-17 01:58:55,macOS 14.2.1,"audit_flags_authentication
audit_flags_logins
audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_files_group_configure",07756452
MacStudio-Southeast-019,S8TBQ5RD7A9U,org.disa_stig.audit.plist,15,Harper Adams,2025-03-17 15:56:54,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_authentication",73687347
MacStudio-Mid-Atlantic-020,XZEK0A92KP29,org.disa_stig.audit.plist,39,Henry Martin,2025-03-17 18:19:53,macOS 14.7.4,"audit_files_group_configure
audit_flags_authentication
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_unsuccessful_auths",77091959
MacBookPro-Midwest-021,QU7Z8W66IRNA,org.disa_stig.audit.plist,11,Ava Martinez,2025-03-17 06:24:46,macOS 14.5.0,"audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_logins
audit_flags_administrator_actions
audit_files_group_configure",25158697
iMac-NorthCentral-022,YFO6JPWP2TFB,org.disa_stig.audit.plist,5,Jane Smith,2025-03-17 12:52:51,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_successful_auths",73837191
MacStudio-Alaska-023,B2XNOPDUH14I,org.disa_stig.audit.plist,0,William Baker,2025-03-17 12:32:44,macOS 15.3.1,,77247600
MacBookAir-NorthCentral-024,U3G1OSFIPPIK,org.disa_stig.audit.plist,0,Lucas Allen,2025-03-17 20:48:36,macOS 15.3.1,,31927512
MacMini-NorthCentral-025,B7S21RYQ74JZ,org.disa_stig.audit.plist,0,Abigail Hill,2025-03-17 06:07:37,macOS 14.5.0,,08253260
MacMini-Mid-Atlantic-026,8TE8H26SUQNG,org.disa_stig.audit.plist,62,Charlotte King,2025-03-17 03:25:05,macOS 14.7.4,"audit_flags_successful_auths
audit_configure_capacity_notify",56134799
MacStudio-Mid-Atlantic-027,3NV67MZ3PAXY,org.disa_stig.audit.plist,45,Bob Brown,2025-03-17 19:33:15,macOS 15.3.1,"audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_logins",52865957
MacBookPro-Midwest-028,HRDMM7VX58DI,org.disa_stig.audit.plist,46,William Baker,2025-03-17 12:33:00,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_authentication
audit_files_owner_configure
audit_files_group_configure
audit_configure_capacity_notify",17029798
MacMini-Alaska-029,QM8J040ENJ69,org.disa_stig.audit.plist,16,Benjamin Young,2025-03-17 20:21:19,macOS 14.5.0,"audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_group_configure
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_logins
audit_flags_unsuccessful_auths",25042150
MacBookAir-Southwest-030,F0JY9CMF5ZH9,org.disa_stig.audit.plist,0,Noah Thompson,2025-03-17 19:10:40,macOS 15.3.1,,85693367
MacMini-Midwest-031,5ZP4H0VJOHUV,org.disa_stig.audit.plist,49,Emma Anderson,2025-03-17 09:21:39,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_logins
audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_authentication",85091153
iMac-Midwest-032,HA1UAIX1LY3K,org.disa_stig.audit.plist,54,Amelia Wright,2025-03-17 14:35:20,macOS 14.2.1,"audit_flags_authentication
audit_flags_successful_auths
audit_files_owner_configure",66465430
iMac-Southwest-033,CWMBW1UKLWOG,org.disa_stig.audit.plist,44,Alice Johnson,2025-03-17 07:13:54,macOS 14.7.4,"audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_authentication
audit_flags_logins
audit_flags_successful_auths",82564594
MacBookAir-Mid-Atlantic-034,W3YHV08HPYQB,org.disa_stig.audit.plist,46,Alice Johnson,2025-03-17 09:08:40,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_logins
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_authentication
audit_files_owner_configure",13554752
MacMini-Southwest-035,4ASY7NL2EUSX,org.disa_stig.audit.plist,52,David Clark,2025-03-17 19:20:42,macOS 15.3.1,"audit_flags_authentication
audit_flags_logins",65882142
iMac-NorthCentral-036,DHW9N4VNMG8L,org.disa_stig.audit.plist,25,Charlie Davis,2025-03-17 13:04:05,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",65461329
MacBookAir-Southeast-037,SR6WOF4VN34M,org.disa_stig.audit.plist,24,Ava Martinez,2025-03-17 08:16:27,macOS 14.5.0,"audit_flags_administrator_actions
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_authentication
audit_flags_logins
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",12604809
MacMini-Southwest-038,0RYFW15FGH4Y,org.disa_stig.audit.plist,52,Grace Lee,2025-03-17 09:10:49,macOS 14.2.1,"audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_logins
audit_files_owner_configure
audit_set_macOS_security_policy
audit_files_group_configure
audit_configure_capacity_notify",61933066
MacBookAir-MountainWest-039,7WFD5K17JZFR,org.disa_stig.audit.plist,50,Jane Smith,2025-03-17 15:22:59,macOS 15.3.1,"audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_successful_auths",58757569
MacStudio-South-040,3GSDQ8WUGO05,org.disa_stig.audit.plist,57,Charlotte King,2025-03-17 23:53:26,macOS 14.5.0,audit_files_owner_configure,79478239
MacMini-MountainWest-041,RRIB5LNCG16L,org.disa_stig.audit.plist,39,Bob Brown,2025-03-17 19:37:08,macOS 15.3.1,"audit_flags_logins
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_authentication",23378256
MacBookAir-NorthCentral-042,EPQR3E224DQB,org.disa_stig.audit.plist,38,David Clark,2025-03-17 02:03:12,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_authentication",32834054
MacBookPro-NewEngland-043,ICI1XQUDA3IE,org.disa_stig.audit.plist,20,Charlotte King,2025-03-17 05:24:46,macOS 14.2.1,"audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_logins
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_files_group_configure
audit_files_owner_configure
audit_flags_authentication",60927626
MacStudio-Midwest-044,SDSTMUCEH4VP,org.disa_stig.audit.plist,58,Henry Martin,2025-03-17 21:54:29,macOS 14.5.0,"audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_unsuccessful_auths",36299754
MacStudio-South-045,ZLAHM07MW17S,org.disa_stig.audit.plist,28,Grace Lee,2025-03-17 14:15:18,macOS 14.5.0,"audit_flags_authentication
audit_flags_administrator_actions
audit_set_macOS_security_policy",51333125
MacMini-Southeast-046,BAZYPM0TE9KR,org.disa_stig.audit.plist,25,Elijah Nelson,2025-03-17 22:23:02,macOS 14.2.1,"audit_flags_authentication
audit_flags_successful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_administrator_actions",26754814
iMac-NewEngland-047,TKJ9YYB4QE0N,org.disa_stig.audit.plist,34,Emma Anderson,2025-03-17 17:59:48,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_group_configure",84341423
MacMini-Midwest-048,48JJ2G8RSEQW,org.disa_stig.audit.plist,41,Michael Scott,2025-03-17 23:12:41,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_authentication",83592109
MacBookAir-Midwest-049,7DPQ7QX6F4ZC,org.disa_stig.audit.plist,10,Benjamin Young,2025-03-17 04:28:57,macOS 14.7.4,"audit_files_owner_configure
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_configure_capacity_notify",70776875
MacBookPro-NewEngland-050,ADNZ2JD3VGZL,org.disa_stig.audit.plist,31,Sophia Lewis,2025-03-17 07:13:28,macOS 14.5.0,"audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_logins
audit_flags_successful_auths
audit_flags_authentication",40206782
MacStudio-NorthCentral-051,NH0VLOX88UV2,org.disa_stig.audit.plist,68,Lucas Allen,2025-03-17 12:29:44,macOS 15.3.1,"audit_files_group_configure
audit_flags_logins
audit_files_owner_configure
audit_flags_authentication
audit_flags_unsuccessful_auths",67515264
MacMini-NorthCentral-052,PTLHBIWMIMBM,org.disa_stig.audit.plist,24,Michael Scott,2025-03-17 05:58:07,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_logins
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_authentication
audit_files_group_configure",06228428
iMac-Southwest-053,TNHNA0P3BGH7,org.disa_stig.audit.plist,22,Olivia Harris,2025-03-17 06:18:45,macOS 14.2.1,"audit_files_group_configure
audit_flags_administrator_actions
audit_flags_successful_auths",48246374
MacMini-South-054,F6Y3FV86080V,org.disa_stig.audit.plist,24,Harper Adams,2025-03-17 04:33:50,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_files_owner_configure
audit_flags_authentication
audit_set_macOS_security_policy",74875782
iMac-MountainWest-055,S42CZ4O5KRSN,org.disa_stig.audit.plist,16,Benjamin Young,2025-03-17 10:41:01,macOS 15.3.1,"audit_flags_logins
audit_flags_authentication",29505117
MacBookAir-South-056,7CTILEJW1YOU,org.disa_stig.audit.plist,11,Emily Wilson,2025-03-17 02:54:15,macOS 15.3.1,"audit_flags_administrator_actions
audit_files_owner_configure
audit_files_group_configure",28749296
iMac-Southeast-057,WQO0F9ASR6PT,org.disa_stig.audit.plist,36,Jane Smith,2025-03-17 15:34:57,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_authentication",74739053
MacStudio-NorthCentral-058,0AIJIDHESSCN,org.disa_stig.audit.plist,16,James Hall,2025-03-17 19:38:33,macOS 14.7.4,"audit_flags_successful_auths
audit_flags_unsuccessful_auths",72924350
MacMini-Southwest-059,T0P0SRAN5PKJ,org.disa_stig.audit.plist,16,William Baker,2025-03-17 03:05:39,macOS 14.7.4,"audit_flags_logins
audit_files_owner_configure
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_administrator_actions",32125851
iMac-Mid-Atlantic-060,ZX9TQSDOALSY,org.disa_stig.audit.plist,7,Alexander Moore,2025-03-17 06:26:15,macOS 15.3.1,"audit_flags_administrator_actions
audit_files_group_configure
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_authentication",21481485
MacStudio-Southwest-061,IGKSI5QKVIF0,org.disa_stig.audit.plist,45,Bob Brown,2025-03-17 16:36:35,macOS 14.2.1,"audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_files_owner_configure
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_successful_auths",70696306
MacMini-MountainWest-062,IAM6SZ7S2HFV,org.disa_stig.audit.plist,66,Harper Adams,2025-03-17 12:45:35,macOS 14.7.4,"audit_files_owner_configure
audit_flags_administrator_actions",91552489
MacBookPro-PacificNorthWest-063,A0RSQKWBARGT,org.disa_stig.audit.plist,24,James Hall,2025-03-17 14:46:13,macOS 14.7.4,"audit_files_group_configure
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_authentication",73106082
iMac-Mid-Atlantic-064,8DZWE1AJI3ID,org.disa_stig.audit.plist,35,Mason Carter,2025-03-17 03:24:50,macOS 14.5.0,"audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths",76724749
iMac-Mid-Atlantic-065,3T9ACY7388US,org.disa_stig.audit.plist,23,Michael Scott,2025-03-17 23:57:58,macOS 14.5.0,"audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths",87756206
MacMini-Alaska-066,WWGPATBO1LB5,org.disa_stig.audit.plist,39,Jane Smith,2025-03-17 16:45:28,macOS 14.7.4,"audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_group_configure
audit_files_owner_configure
audit_set_macOS_security_policy",34748623
iMac-PacificNorthWest-067,3Z1NEC7CALC7,org.disa_stig.audit.plist,58,Emily Wilson,2025-03-17 16:31:14,macOS 14.7.4,"audit_files_owner_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_configure_capacity_notify",46316429
MacMini-NorthCentral-068,UHU7JMLP4JHR,org.disa_stig.audit.plist,68,Frank Thomas,2025-03-17 10:31:42,macOS 14.5.0,"audit_flags_authentication
audit_files_group_configure",32299041
iMac-Southeast-069,E57I8393Y0XX,org.disa_stig.audit.plist,45,Grace Lee,2025-03-17 20:02:20,macOS 14.2.1,"audit_files_owner_configure
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_logins",92480941
iMac-PacificNorthWest-070,EXXUWY3JKGAG,org.disa_stig.audit.plist,18,Lucas Allen,2025-03-17 02:56:14,macOS 15.3.1,"audit_files_owner_configure
audit_flags_logins
audit_flags_authentication
audit_flags_unsuccessful_auths",72878219
MacMini-Alaska-071,KK90UHMZJLRO,org.disa_stig.audit.plist,39,Charlie Davis,2025-03-17 05:43:20,macOS 14.2.1,"audit_files_group_configure
audit_files_owner_configure",18170127
MacStudio-NorthCentral-072,ALFABB7Y51TH,org.disa_stig.audit.plist,46,Charlie Davis,2025-03-17 19:07:23,macOS 14.2.1,audit_flags_unsuccessful_auths,25004297
iMac-Midwest-073,K4UJTBLW88I9,org.disa_stig.audit.plist,22,Benjamin Young,2025-03-17 14:57:58,macOS 14.2.1,"audit_flags_successful_auths
audit_flags_unsuccessful_auths",90287057
MacMini-Midwest-074,DZ4Q9390XMOD,org.disa_stig.audit.plist,28,Amelia Wright,2025-03-17 15:44:01,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_logins
audit_flags_administrator_actions
audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",62031293
MacMini-NorthCentral-075,ON38BSDCHLTB,org.disa_stig.audit.plist,21,Henry Martin,2025-03-17 22:58:13,macOS 14.7.4,"audit_flags_authentication
audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_owner_configure
audit_files_group_configure
audit_set_macOS_security_policy",31934834
iMac-Southwest-076,7HT0LL0SKBY6,org.disa_stig.audit.plist,19,Henry Martin,2025-03-17 17:25:38,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_logins
audit_files_group_configure
audit_flags_administrator_actions
audit_files_owner_configure
audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_flags_successful_auths",53147131
MacBookAir-MountainWest-077,9ZMZRXFQPPQZ,org.disa_stig.audit.plist,42,Lucas Allen,2025-03-17 11:04:43,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_logins
audit_files_group_configure
audit_flags_successful_auths
audit_flags_administrator_actions",46236066
MacBookPro-Midwest-078,W6DBJ14CMY42,org.disa_stig.audit.plist,38,Alexander Moore,2025-03-17 08:15:45,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_administrator_actions
audit_flags_unsuccessful_auths",03488094
iMac-Midwest-079,C2FDK77ZLLC6,org.disa_stig.audit.plist,36,Amelia Wright,2025-03-17 05:18:40,macOS 14.7.4,"audit_flags_administrator_actions
audit_configure_capacity_notify
audit_files_owner_configure
audit_files_group_configure
audit_flags_logins
audit_flags_successful_auths
audit_set_macOS_security_policy",38024903
MacBookPro-South-080,UVKIATE85XMJ,org.disa_stig.audit.plist,16,Henry Martin,2025-03-17 10:08:42,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_authentication
audit_configure_capacity_notify",63959738
MacMini-Southwest-081,T2X3LKPAXB60,org.disa_stig.audit.plist,21,Michael Scott,2025-03-17 08:13:16,macOS 14.5.0,"audit_flags_logins
audit_configure_capacity_notify
audit_files_owner_configure
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_authentication",62744166
MacBookAir-Southeast-082,0JQMZWV65T2E,org.disa_stig.audit.plist,25,Benjamin Young,2025-03-17 23:28:26,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_authentication
audit_flags_successful_auths
audit_flags_logins",11459565
MacBookPro-Mid-Atlantic-083,HAHJ3WVLYA2J,org.disa_stig.audit.plist,57,Charlie Davis,2025-03-17 11:17:56,macOS 15.3.1,audit_flags_logins,98982798
MacBookPro-South-084,IBJ3JNZFD1BC,org.disa_stig.audit.plist,14,Alice Johnson,2025-03-17 06:34:04,macOS 14.7.4,"audit_flags_authentication
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths",77910333
MacBookAir-Alaska-085,RF6RNX1ZSC1U,org.disa_stig.audit.plist,23,Michael Scott,2025-03-17 09:31:12,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_owner_configure
audit_files_group_configure",08017344
MacBookPro-NorthCentral-086,TJCF4Q0VIURK,org.disa_stig.audit.plist,48,Bob Brown,2025-03-17 23:05:50,macOS 14.2.1,"audit_set_macOS_security_policy
audit_flags_successful_auths",59392801
MacBookAir-Midwest-087,3H3V83BFKNQ0,org.disa_stig.audit.plist,38,Alexander Moore,2025-03-17 13:38:58,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_logins
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy",09054291
MacBookAir-MountainWest-088,2X3TLE9ZSNYY,org.disa_stig.audit.plist,33,Ethan Walker,2025-03-17 17:18:21,macOS 14.2.1,"audit_flags_logins
audit_set_macOS_security_policy
audit_files_group_configure
audit_files_owner_configure
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_successful_auths",44781803
MacStudio-Southeast-089,EW9T2FC939D3,org.disa_stig.audit.plist,27,Isabella White,2025-03-17 22:02:00,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_logins
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_successful_auths",17088806
MacStudio-Alaska-090,SO0VEE25LWAA,org.disa_stig.audit.plist,23,Olivia Harris,2025-03-17 00:07:51,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_successful_auths",80219713
iMac-Southeast-091,LDMTFBZK2519,org.disa_stig.audit.plist,11,Sophia Lewis,2025-03-17 03:28:40,macOS 14.7.4,"audit_files_group_configure
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths",57276155
MacBookAir-MountainWest-092,8ZWY4NZPW7Z1,org.disa_stig.audit.plist,27,Bob Brown,2025-03-17 01:11:31,macOS 14.7.4,"audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",10747936
iMac-MountainWest-093,F5506SNJACK3,org.disa_stig.audit.plist,9,David Clark,2025-03-17 20:18:47,macOS 14.7.4,"audit_flags_administrator_actions
audit_files_group_configure",31177241
MacMini-PacificNorthWest-094,BUU32MMO0ON3,org.disa_stig.audit.plist,43,Benjamin Young,2025-03-17 10:21:38,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_set_macOS_security_policy",86969579
MacStudio-South-095,A7JXBHLBW0RB,org.disa_stig.audit.plist,0,Olivia Harris,2025-03-17 11:33:28,macOS 14.2.1,,64935212
MacBookAir-NewEngland-096,OJ3ZOF3ZD3ZX,org.disa_stig.audit.plist,25,Grace Lee,2025-03-17 01:25:01,macOS 14.7.4,"audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_authentication",10461587
MacBookAir-PacificNorthWest-097,E0MI9442PGVA,org.disa_stig.audit.plist,13,Ava Martinez,2025-03-17 06:54:44,macOS 15.3.1,"audit_flags_logins
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_successful_auths
audit_files_group_configure",04149050
MacMini-South-098,3NNHZR8OO8EY,org.disa_stig.audit.plist,33,Grace Lee,2025-03-17 20:20:14,macOS 14.5.0,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_authentication
audit_files_owner_configure
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_successful_auths",77877581
MacStudio-Southwest-099,VRHUPOOMADWZ,org.disa_stig.audit.plist,0,Charlotte King,2025-03-17 04:36:58,macOS 14.5.0,,06959474
MacStudio-Alaska-100,BBOGZPMWQEPP,org.disa_stig.audit.plist,36,Jane Smith,2025-03-17 16:56:12,macOS 14.7.4,"audit_flags_successful_auths
audit_flags_logins
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_files_group_configure",98974931
MacBookAir-PacificNorthWest-101,RCMDJ5EFLONZ,org.disa_stig.audit.plist,50,Mason Carter,2025-03-17 00:15:42,macOS 15.3.1,"audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_unsuccessful_auths",32830118
MacMini-Alaska-102,PPBUUG6NWBDK,org.disa_stig.audit.plist,26,Frank Thomas,2025-03-17 08:18:25,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_files_group_configure
audit_flags_logins",89197264
iMac-South-103,W17LRE05YZ5Y,org.disa_stig.audit.plist,41,David Clark,2025-03-17 07:49:08,macOS 15.3.1,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_authentication
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_administrator_actions",57664560
