Computer Name,Serial Number,Compliance - mSCP Version,Compliance - Failed mSCP Results Count,Full Name,Last Inventory Update,Operating System,Compliance - Failed mSCP Result List,Asset Tag
MacStudio-Mid-Atlantic-011,ON98BVYB3P1B,org.disa_stig.audit.plist,70,Jane Smith,2025-03-03 22:07:40,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_unsuccessful_auths",58966753
MacBookAir-MountainWest-012,KD32YGX92G3E,org.disa_stig.audit.plist,0,Frank Thomas,2025-03-03 21:58:38,macOS 14.7.4,,92017979
MacBookPro-NorthCentral-013,E4FCYFHHGFM4,org.disa_stig.audit.plist,0,Charlie Davis,2025-03-03 05:21:47,macOS 14.7.4,,87779401
MacBookAir-PacificNorthWest-014,LMC0904QV1UT,org.disa_stig.audit.plist,0,David Clark,2025-03-03 22:01:22,macOS 15.3.1,,41387521
MacBookPro-Southeast-015,9U7TOW7WR1Z1,org.disa_stig.audit.plist,55,Liam Roberts,2025-03-03 01:31:19,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_successful_auths",70803169
MacMini-Southeast-016,JU44PC12WDJN,org.disa_stig.audit.plist,8,Elijah Nelson,2025-03-03 01:43:20,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_logins",89114234
MacMini-South-017,1BUWEA73QE92,org.disa_stig.audit.plist,36,Liam Roberts,2025-03-03 21:17:00,macOS 15.3.1,"audit_flags_administrator_actions
audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_logins
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_authentication",28790325
MacStudio-NewEngland-018,TZIP8JEUWTUJ,org.disa_stig.audit.plist,35,John Doe,2025-03-03 13:32:45,macOS 14.2.1,"audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths",07756452
MacStudio-Southeast-019,S8TBQ5RD7A9U,org.disa_stig.audit.plist,51,Harper Adams,2025-03-03 07:48:33,macOS 14.7.4,"audit_set_macOS_security_policy
audit_files_group_configure
audit_files_owner_configure
audit_flags_authentication
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_successful_auths
audit_configure_capacity_notify",73687347
MacStudio-Mid-Atlantic-020,XZEK0A92KP29,org.disa_stig.audit.plist,44,Henry Martin,2025-03-03 22:44:36,macOS 14.7.4,"audit_flags_administrator_actions
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_logins
audit_files_group_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths",77091959
MacBookPro-Midwest-021,QU7Z8W66IRNA,org.disa_stig.audit.plist,9,Ava Martinez,2025-03-03 10:04:24,macOS 14.5.0,audit_files_owner_configure,25158697
iMac-NorthCentral-022,YFO6JPWP2TFB,org.disa_stig.audit.plist,70,Jane Smith,2025-03-03 01:05:49,macOS 14.2.1,"audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_logins
audit_flags_authentication",73837191
MacStudio-Alaska-023,B2XNOPDUH14I,org.disa_stig.audit.plist,0,William Baker,2025-03-03 07:21:35,macOS 15.3.1,,77247600
MacBookAir-NorthCentral-024,U3G1OSFIPPIK,org.disa_stig.audit.plist,0,Lucas Allen,2025-03-03 03:06:08,macOS 15.3.1,,31927512
MacMini-NorthCentral-025,B7S21RYQ74JZ,org.disa_stig.audit.plist,0,Abigail Hill,2025-03-03 21:31:42,macOS 14.5.0,,08253260
MacMini-Mid-Atlantic-026,8TE8H26SUQNG,org.disa_stig.audit.plist,55,Charlotte King,2025-03-03 18:04:16,macOS 14.7.4,"audit_flags_logins
audit_flags_authentication
audit_files_group_configure
audit_flags_administrator_actions",56134799
MacStudio-Mid-Atlantic-027,3NV67MZ3PAXY,org.disa_stig.audit.plist,51,Bob Brown,2025-03-03 05:24:19,macOS 15.3.1,"audit_flags_authentication
audit_files_group_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_administrator_actions",52865957
MacBookPro-Midwest-028,HRDMM7VX58DI,org.disa_stig.audit.plist,56,William Baker,2025-03-03 00:23:09,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_logins",17029798
MacMini-Alaska-029,QM8J040ENJ69,org.disa_stig.audit.plist,70,Benjamin Young,2025-03-03 15:10:34,macOS 14.5.0,"audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_successful_auths
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_logins
audit_set_macOS_security_policy
audit_files_owner_configure",25042150
MacBookAir-Southwest-030,F0JY9CMF5ZH9,org.disa_stig.audit.plist,0,Noah Thompson,2025-03-03 12:34:54,macOS 15.3.1,,85693367
MacMini-Midwest-031,5ZP4H0VJOHUV,org.disa_stig.audit.plist,23,Emma Anderson,2025-03-03 15:04:36,macOS 14.7.4,"audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_successful_auths",85091153
iMac-Midwest-032,HA1UAIX1LY3K,org.disa_stig.audit.plist,30,Amelia Wright,2025-03-03 13:31:34,macOS 14.2.1,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_authentication
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_files_group_configure",66465430
iMac-Southwest-033,CWMBW1UKLWOG,org.disa_stig.audit.plist,39,Alice Johnson,2025-03-03 03:22:40,macOS 14.7.4,audit_flags_authentication,82564594
MacBookAir-Mid-Atlantic-034,W3YHV08HPYQB,org.disa_stig.audit.plist,35,Alice Johnson,2025-03-03 10:16:34,macOS 15.3.1,"audit_flags_authentication
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_logins
audit_set_macOS_security_policy",13554752
MacMini-Southwest-035,4ASY7NL2EUSX,org.disa_stig.audit.plist,26,David Clark,2025-03-03 10:56:44,macOS 15.3.1,audit_flags_administrator_actions,65882142
iMac-NorthCentral-036,DHW9N4VNMG8L,org.disa_stig.audit.plist,66,Charlie Davis,2025-03-03 04:53:55,macOS 15.3.1,"audit_flags_authentication
audit_files_owner_configure
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_successful_auths
audit_set_macOS_security_policy",65461329
MacBookAir-Southeast-037,SR6WOF4VN34M,org.disa_stig.audit.plist,19,Ava Martinez,2025-03-03 04:01:12,macOS 14.5.0,"audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure
audit_configure_capacity_notify
audit_files_group_configure",12604809
MacMini-Southwest-038,0RYFW15FGH4Y,org.disa_stig.audit.plist,41,Grace Lee,2025-03-03 19:15:40,macOS 14.2.1,audit_flags_administrator_actions,61933066
MacBookAir-MountainWest-039,7WFD5K17JZFR,org.disa_stig.audit.plist,68,Jane Smith,2025-03-03 21:40:53,macOS 15.3.1,"audit_files_owner_configure
audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_group_configure",58757569
MacStudio-South-040,3GSDQ8WUGO05,org.disa_stig.audit.plist,8,Charlotte King,2025-03-03 17:25:16,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_logins
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_authentication",79478239
MacMini-MountainWest-041,RRIB5LNCG16L,org.disa_stig.audit.plist,18,Bob Brown,2025-03-03 22:20:01,macOS 15.3.1,audit_files_owner_configure,23378256
MacBookAir-NorthCentral-042,EPQR3E224DQB,org.disa_stig.audit.plist,39,David Clark,2025-03-03 23:08:28,macOS 15.3.1,"audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_successful_auths
audit_files_group_configure",32834054
MacBookPro-NewEngland-043,ICI1XQUDA3IE,org.disa_stig.audit.plist,23,Charlotte King,2025-03-03 14:05:25,macOS 14.2.1,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_successful_auths",60927626
MacStudio-Midwest-044,SDSTMUCEH4VP,org.disa_stig.audit.plist,39,Henry Martin,2025-03-03 12:43:21,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_flags_successful_auths",36299754
MacStudio-South-045,ZLAHM07MW17S,org.disa_stig.audit.plist,16,Grace Lee,2025-03-03 00:42:37,macOS 14.5.0,audit_flags_logins,51333125
MacMini-Southeast-046,BAZYPM0TE9KR,org.disa_stig.audit.plist,62,Elijah Nelson,2025-03-03 13:44:12,macOS 14.2.1,"audit_flags_successful_auths
audit_flags_authentication
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_logins
audit_files_group_configure
audit_flags_administrator_actions
audit_set_macOS_security_policy",26754814
iMac-NewEngland-047,TKJ9YYB4QE0N,org.disa_stig.audit.plist,59,Emma Anderson,2025-03-03 08:58:04,macOS 14.7.4,"audit_set_macOS_security_policy
audit_configure_capacity_notify",84341423
MacMini-Midwest-048,48JJ2G8RSEQW,org.disa_stig.audit.plist,58,Michael Scott,2025-03-03 16:02:54,macOS 14.2.1,"audit_flags_authentication
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_configure_capacity_notify",83592109
MacBookAir-Midwest-049,7DPQ7QX6F4ZC,org.disa_stig.audit.plist,22,Benjamin Young,2025-03-03 17:40:11,macOS 14.7.4,"audit_flags_successful_auths
audit_flags_authentication
audit_flags_unsuccessful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_files_owner_configure
audit_files_group_configure
audit_flags_administrator_actions",70776875
MacBookPro-NewEngland-050,ADNZ2JD3VGZL,org.disa_stig.audit.plist,26,Sophia Lewis,2025-03-03 02:53:23,macOS 14.5.0,"audit_files_owner_configure
audit_flags_logins",40206782
MacStudio-NorthCentral-051,NH0VLOX88UV2,org.disa_stig.audit.plist,66,Lucas Allen,2025-03-03 13:21:08,macOS 15.3.1,"audit_flags_authentication
audit_flags_logins
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_administrator_actions
audit_set_macOS_security_policy",67515264
MacMini-NorthCentral-052,PTLHBIWMIMBM,org.disa_stig.audit.plist,13,Michael Scott,2025-03-03 08:59:44,macOS 15.3.1,audit_flags_administrator_actions,06228428
iMac-Southwest-053,TNHNA0P3BGH7,org.disa_stig.audit.plist,37,Olivia Harris,2025-03-03 07:11:31,macOS 14.2.1,"audit_flags_logins
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_successful_auths",48246374
MacMini-South-054,F6Y3FV86080V,org.disa_stig.audit.plist,36,Harper Adams,2025-03-03 01:04:43,macOS 15.3.1,audit_configure_capacity_notify,74875782
iMac-MountainWest-055,S42CZ4O5KRSN,org.disa_stig.audit.plist,11,Benjamin Young,2025-03-03 12:00:40,macOS 15.3.1,audit_flags_successful_auths,29505117
MacBookAir-South-056,7CTILEJW1YOU,org.disa_stig.audit.plist,34,Emily Wilson,2025-03-03 18:54:54,macOS 15.3.1,"audit_flags_administrator_actions
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_flags_logins
audit_flags_successful_auths
audit_set_macOS_security_policy",28749296
iMac-Southeast-057,WQO0F9ASR6PT,org.disa_stig.audit.plist,55,Jane Smith,2025-03-03 03:53:17,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_authentication
audit_flags_logins
audit_set_macOS_security_policy",74739053
MacStudio-NorthCentral-058,0AIJIDHESSCN,org.disa_stig.audit.plist,57,James Hall,2025-03-03 02:11:22,macOS 14.7.4,"audit_flags_administrator_actions
audit_flags_logins
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_group_configure",72924350
MacMini-Southwest-059,T0P0SRAN5PKJ,org.disa_stig.audit.plist,25,William Baker,2025-03-03 21:37:14,macOS 14.7.4,"audit_flags_authentication
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_logins
audit_files_group_configure
audit_configure_capacity_notify",32125851
iMac-Mid-Atlantic-060,ZX9TQSDOALSY,org.disa_stig.audit.plist,5,Alexander Moore,2025-03-03 19:05:42,macOS 15.3.1,"audit_files_group_configure
audit_flags_logins
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_unsuccessful_auths",21481485
MacStudio-Southwest-061,IGKSI5QKVIF0,org.disa_stig.audit.plist,5,Bob Brown,2025-03-03 17:47:37,macOS 14.2.1,"audit_flags_authentication
audit_configure_capacity_notify",70696306
MacMini-MountainWest-062,IAM6SZ7S2HFV,org.disa_stig.audit.plist,45,Harper Adams,2025-03-03 19:54:45,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_authentication
audit_files_owner_configure
audit_flags_logins
audit_flags_successful_auths",91552489
MacBookPro-PacificNorthWest-063,A0RSQKWBARGT,org.disa_stig.audit.plist,30,James Hall,2025-03-03 15:34:14,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_flags_logins
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_authentication",73106082
iMac-Mid-Atlantic-064,8DZWE1AJI3ID,org.disa_stig.audit.plist,68,Mason Carter,2025-03-03 04:52:48,macOS 14.5.0,"audit_flags_authentication
audit_files_group_configure
audit_files_owner_configure
audit_flags_logins",76724749
iMac-Mid-Atlantic-065,3T9ACY7388US,org.disa_stig.audit.plist,5,Michael Scott,2025-03-03 18:43:47,macOS 14.5.0,"audit_set_macOS_security_policy
audit_flags_authentication
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_administrator_actions
audit_files_owner_configure",87756206
MacMini-Alaska-066,WWGPATBO1LB5,org.disa_stig.audit.plist,70,Jane Smith,2025-03-03 07:47:17,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_logins",34748623
iMac-PacificNorthWest-067,3Z1NEC7CALC7,org.disa_stig.audit.plist,42,Emily Wilson,2025-03-03 09:37:17,macOS 14.7.4,"audit_flags_successful_auths
audit_flags_authentication
audit_flags_logins",46316429
MacMini-NorthCentral-068,UHU7JMLP4JHR,org.disa_stig.audit.plist,56,Frank Thomas,2025-03-03 13:48:19,macOS 14.5.0,"audit_flags_successful_auths
audit_files_owner_configure
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_files_group_configure",32299041
iMac-Southeast-069,E57I8393Y0XX,org.disa_stig.audit.plist,22,Grace Lee,2025-03-03 09:53:04,macOS 14.2.1,"audit_configure_capacity_notify
audit_files_owner_configure
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_authentication",92480941
iMac-PacificNorthWest-070,EXXUWY3JKGAG,org.disa_stig.audit.plist,25,Lucas Allen,2025-03-03 19:29:18,macOS 15.3.1,"audit_flags_authentication
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_administrator_actions",72878219
MacMini-Alaska-071,KK90UHMZJLRO,org.disa_stig.audit.plist,12,Charlie Davis,2025-03-03 21:19:30,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_logins
audit_files_group_configure
audit_files_owner_configure
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_successful_auths",18170127
MacStudio-NorthCentral-072,ALFABB7Y51TH,org.disa_stig.audit.plist,26,Charlie Davis,2025-03-03 22:14:54,macOS 14.2.1,"audit_configure_capacity_notify
audit_files_owner_configure
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_successful_auths
audit_flags_administrator_actions",25004297
iMac-Midwest-073,K4UJTBLW88I9,org.disa_stig.audit.plist,13,Benjamin Young,2025-03-03 02:31:02,macOS 14.2.1,"audit_flags_logins
audit_files_owner_configure
audit_flags_successful_auths
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_administrator_actions
audit_configure_capacity_notify",90287057
MacMini-Midwest-074,DZ4Q9390XMOD,org.disa_stig.audit.plist,11,Amelia Wright,2025-03-03 00:16:57,macOS 15.3.1,"audit_files_group_configure
audit_flags_logins
audit_flags_authentication
audit_configure_capacity_notify",62031293
MacMini-NorthCentral-075,ON38BSDCHLTB,org.disa_stig.audit.plist,62,Henry Martin,2025-03-03 09:57:19,macOS 14.7.4,"audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_logins
audit_files_group_configure",31934834
iMac-Southwest-076,7HT0LL0SKBY6,org.disa_stig.audit.plist,35,Henry Martin,2025-03-03 15:53:26,macOS 14.2.1,"audit_files_owner_configure
audit_set_macOS_security_policy",53147131
MacBookAir-MountainWest-077,9ZMZRXFQPPQZ,org.disa_stig.audit.plist,48,Lucas Allen,2025-03-03 18:45:10,macOS 14.2.1,"audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_successful_auths",46236066
MacBookPro-Midwest-078,W6DBJ14CMY42,org.disa_stig.audit.plist,34,Alexander Moore,2025-03-03 08:14:40,macOS 15.3.1,"audit_flags_administrator_actions
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_authentication",03488094
iMac-Midwest-079,C2FDK77ZLLC6,org.disa_stig.audit.plist,59,Amelia Wright,2025-03-03 19:50:02,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication",38024903
MacBookPro-South-080,UVKIATE85XMJ,org.disa_stig.audit.plist,31,Henry Martin,2025-03-03 22:55:34,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_logins
audit_flags_administrator_actions",63959738
MacMini-Southwest-081,T2X3LKPAXB60,org.disa_stig.audit.plist,10,Michael Scott,2025-03-03 05:45:46,macOS 14.5.0,"audit_flags_administrator_actions
audit_configure_capacity_notify",62744166
MacBookAir-Southeast-082,0JQMZWV65T2E,org.disa_stig.audit.plist,21,Benjamin Young,2025-03-03 01:11:14,macOS 14.5.0,"audit_files_group_configure
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_administrator_actions",11459565
MacBookPro-Mid-Atlantic-083,HAHJ3WVLYA2J,org.disa_stig.audit.plist,6,Charlie Davis,2025-03-03 15:43:19,macOS 15.3.1,"audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_files_group_configure",98982798
MacBookPro-South-084,IBJ3JNZFD1BC,org.disa_stig.audit.plist,38,Alice Johnson,2025-03-03 15:57:04,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_authentication
audit_files_group_configure
audit_files_owner_configure",77910333
MacBookAir-Alaska-085,RF6RNX1ZSC1U,org.disa_stig.audit.plist,68,Michael Scott,2025-03-03 04:46:42,macOS 14.5.0,"audit_flags_successful_auths
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_logins
audit_files_owner_configure
audit_flags_authentication
audit_flags_administrator_actions
audit_files_group_configure",08017344
MacBookPro-NorthCentral-086,TJCF4Q0VIURK,org.disa_stig.audit.plist,36,Bob Brown,2025-03-03 07:58:26,macOS 14.2.1,"audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_successful_auths",59392801
MacBookAir-Midwest-087,3H3V83BFKNQ0,org.disa_stig.audit.plist,58,Alexander Moore,2025-03-03 14:14:07,macOS 14.2.1,"audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_logins
audit_flags_unsuccessful_auths",09054291
MacBookAir-MountainWest-088,2X3TLE9ZSNYY,org.disa_stig.audit.plist,17,Ethan Walker,2025-03-03 23:31:55,macOS 14.2.1,"audit_flags_authentication
audit_files_group_configure
audit_flags_logins
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_administrator_actions",44781803
MacStudio-Southeast-089,EW9T2FC939D3,org.disa_stig.audit.plist,16,Isabella White,2025-03-03 19:06:00,macOS 14.7.4,"audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_files_owner_configure",17088806
MacStudio-Alaska-090,SO0VEE25LWAA,org.disa_stig.audit.plist,6,Olivia Harris,2025-03-03 08:52:14,macOS 14.5.0,"audit_flags_logins
audit_flags_successful_auths
audit_flags_authentication
audit_set_macOS_security_policy
audit_configure_capacity_notify",80219713
iMac-Southeast-091,LDMTFBZK2519,org.disa_stig.audit.plist,32,Sophia Lewis,2025-03-03 12:07:08,macOS 14.7.4,"audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_authentication",57276155
MacBookAir-MountainWest-092,8ZWY4NZPW7Z1,org.disa_stig.audit.plist,21,Bob Brown,2025-03-03 22:59:22,macOS 14.7.4,"audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_logins",10747936
iMac-MountainWest-093,F5506SNJACK3,org.disa_stig.audit.plist,53,David Clark,2025-03-03 21:53:41,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_files_owner_configure",31177241
MacMini-PacificNorthWest-094,BUU32MMO0ON3,org.disa_stig.audit.plist,59,Benjamin Young,2025-03-03 02:57:56,macOS 14.2.1,"audit_flags_administrator_actions
audit_files_owner_configure",86969579
MacStudio-South-095,A7JXBHLBW0RB,org.disa_stig.audit.plist,0,Olivia Harris,2025-03-03 08:19:02,macOS 14.2.1,,64935212
MacBookAir-NewEngland-096,OJ3ZOF3ZD3ZX,org.disa_stig.audit.plist,26,Grace Lee,2025-03-03 23:55:53,macOS 14.7.4,"audit_flags_successful_auths
audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_administrator_actions",10461587
MacBookAir-PacificNorthWest-097,E0MI9442PGVA,org.disa_stig.audit.plist,70,Ava Martinez,2025-03-03 16:27:02,macOS 15.3.1,"audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_administrator_actions",04149050
MacMini-South-098,3NNHZR8OO8EY,org.disa_stig.audit.plist,62,Grace Lee,2025-03-03 17:34:23,macOS 14.5.0,"audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_logins
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_authentication",77877581
MacStudio-Southwest-099,VRHUPOOMADWZ,org.disa_stig.audit.plist,0,Charlotte King,2025-03-03 07:55:30,macOS 14.5.0,,06959474
MacStudio-Alaska-100,BBOGZPMWQEPP,org.disa_stig.audit.plist,19,Jane Smith,2025-03-03 14:52:24,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_logins
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_authentication
audit_configure_capacity_notify",98974931
MacBookAir-PacificNorthWest-101,RCMDJ5EFLONZ,org.disa_stig.audit.plist,56,Mason Carter,2025-03-03 22:24:27,macOS 15.3.1,"audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_authentication",32830118
MacMini-Alaska-102,PPBUUG6NWBDK,org.disa_stig.audit.plist,68,Frank Thomas,2025-03-03 10:42:18,macOS 15.3.1,"audit_files_owner_configure
audit_flags_logins
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_successful_auths",89197264
